WRISTX,WRISTY,THUMB_CMCX,THUMB_CMCY,THUMB_MCPX,THUMB_MCPY,THUMB_IPX,THUMB_IPY,THUMB_TIPX,THUMB_TIPY,INDEX_FINGER_MCPX,INDEX_FINGER_MCPY,INDEX_FINGER_PIPX,INDEX_FINGER_PIPY,INDEX_FINGER_DIPX,INDEX_FINGER_DIPY,INDEX_FINGER_TIPX,INDEX_FINGER_TIPY,MIDDLE_FINGER_MCPX,MIDDLE_FINGER_MCPY,MIDDLE_FINGER_PIPX,MIDDLE_FINGER_PIPY,MIDDLE_FINGER_DIPX,MIDDLE_FINGER_DIPY,MIDDLE_FINGER_TIPX,MIDDLE_FINGER_TIPY,RING_FINGER_MCPX,RING_FINGER_MCPY,RING_FINGER_PIPX,RING_FINGER_PIPY,RING_FINGER_DIPX,RING_FINGER_DIPY,RING_FINGER_TIPX,RING_FINGER_TIPY,PINKY_MCPX,PINKY_MCPY,PINKY_PIPX,PINKY_PIPY,PINKY_DIPX,PINKY_DIPY,PINKY_TIPX,PINKY_TIPY
0.0,0.0,-0.11838790931989925,-0.17380352644836272,-0.1561712846347607,-0.35516372795969775,-0.19395465994962216,-0.491183879093199,-0.2367758186397985,-0.5768261964735516,0.0,-0.5516372795969773,-0.1385390428211587,-0.7531486146095718,-0.19899244332493704,-0.8790931989924433,-0.24433249370277077,-1.0,0.010075566750629723,-0.5188916876574308,-0.2695214105793451,-0.6272040302267002,-0.4181360201511335,-0.6826196473551638,-0.5188916876574308,-0.760705289672544,-0.007556675062972292,-0.45591939546599497,-0.29974811083123426,-0.473551637279597,-0.2770780856423174,-0.3677581863979849,-0.20906801007556675,-0.3224181360201511,-0.055415617128463476,-0.37531486146095716,-0.28211586901763225,-0.37279596977329976,-0.26700251889168763,-0.29219143576826195,-0.19899244332493704,-0.24937027707808565
0.0,0.0,-0.12846347607052896,-0.17632241813602015,-0.16624685138539042,-0.3526448362720403,-0.2040302267002519,-0.48866498740554154,-0.24433249370277077,-0.5768261964735516,0.0,-0.5465994962216625,-0.13350125944584382,-0.7506297229219143,-0.19395465994962216,-0.8790931989924433,-0.23929471032745592,-1.0,0.012594458438287154,-0.5163727959697733,-0.26448362720403024,-0.6297229219143576,-0.4181360201511335,-0.690176322418136,-0.5214105793450882,-0.7657430730478589,-0.010075566750629723,-0.45591939546599497,-0.29974811083123426,-0.473551637279597,-0.2795969773299748,-0.3677581863979849,-0.21158690176322417,-0.3224181360201511,-0.05793450881612091,-0.3778337531486146,-0.28463476070528965,-0.37279596977329976,-0.2695214105793451,-0.28967254408060455,-0.20151133501259447,-0.24937027707808565
0.0,0.0,-0.11392405063291139,-0.17468354430379746,-0.1518987341772152,-0.35443037974683544,-0.2,-0.4911392405063291,-0.24556962025316456,-0.5721518987341773,0.0,-0.549367088607595,-0.13924050632911392,-0.7518987341772152,-0.20253164556962025,-0.8784810126582279,-0.25063291139240507,-1.0,0.007594936708860759,-0.5164556962025316,-0.2708860759493671,-0.6278481012658228,-0.4278481012658228,-0.6835443037974683,-0.5316455696202531,-0.759493670886076,-0.012658227848101266,-0.45569620253164556,-0.30632911392405066,-0.46835443037974683,-0.28354430379746837,-0.3620253164556962,-0.21265822784810126,-0.32151898734177214,-0.06329113924050633,-0.37468354430379747,-0.2911392405063291,-0.3670886075949367,-0.27341772151898736,-0.28607594936708863,-0.20253164556962025,-0.2481012658227848
0.0,0.0,-0.1189873417721519,-0.17468354430379746,-0.15443037974683543,-0.3569620253164557,-0.189873417721519,-0.49873417721518987,-0.23291139240506328,-0.5873417721518988,0.0,-0.549367088607595,-0.13924050632911392,-0.7544303797468355,-0.2,-0.8810126582278481,-0.24556962025316456,-1.0,0.007594936708860759,-0.5189873417721519,-0.2708860759493671,-0.6303797468354431,-0.42278481012658226,-0.6886075949367089,-0.5240506329113924,-0.7645569620253164,-0.010126582278481013,-0.4582278481012658,-0.30632911392405066,-0.4708860759493671,-0.2810126582278481,-0.36455696202531646,-0.21265822784810126,-0.3189873417721519,-0.05822784810126582,-0.379746835443038,-0.2911392405063291,-0.37468354430379747,-0.27341772151898736,-0.28860759493670884,-0.20506329113924052,-0.2481012658227848
0.0,0.0,-0.10579345088161209,-0.17884130982367757,-0.14357682619647355,-0.3602015113350126,-0.18639798488664988,-0.49622166246851385,-0.2367758186397985,-0.5818639798488665,0.0,-0.5491183879093199,-0.13602015113350127,-0.7506297229219143,-0.1964735516372796,-0.8790931989924433,-0.24181360201511334,-1.0,0.005037783375314861,-0.5163727959697733,-0.27204030226700254,-0.6272040302267002,-0.42065491183879095,-0.6876574307304786,-0.5214105793450882,-0.7632241813602015,-0.017632241813602016,-0.45591939546599497,-0.3047858942065491,-0.46851385390428213,-0.28211586901763225,-0.36523929471032746,-0.21158690176322417,-0.3224181360201511,-0.0654911838790932,-0.3778337531486146,-0.29219143576826195,-0.37531486146095716,-0.27455919395465994,-0.28967254408060455,-0.2040302267002519,-0.24937027707808565
0.0,0.0,-0.09848484848484848,-0.17929292929292928,-0.1388888888888889,-0.3611111111111111,-0.18434343434343434,-0.49747474747474746,-0.23737373737373738,-0.5808080808080808,0.0,-0.5505050505050505,-0.1388888888888889,-0.7525252525252525,-0.1994949494949495,-0.8787878787878788,-0.24494949494949494,-1.0,0.0025252525252525255,-0.5176767676767676,-0.2777777777777778,-0.6237373737373737,-0.42676767676767674,-0.6843434343434344,-0.5277777777777778,-0.76010101010101,-0.020202020202020204,-0.45454545454545453,-0.30808080808080807,-0.4722222222222222,-0.28535353535353536,-0.3661616161616162,-0.21464646464646464,-0.32323232323232326,-0.06818181818181818,-0.37373737373737376,-0.29545454545454547,-0.37373737373737376,-0.2777777777777778,-0.2904040404040404,-0.20959595959595959,-0.25252525252525254
0.0,0.0,-0.116751269035533,-0.17766497461928935,-0.15228426395939088,-0.35786802030456855,-0.19289340101522842,-0.4949238578680203,-0.23096446700507614,-0.5786802030456852,0.0,-0.5482233502538071,-0.13959390862944163,-0.748730964467005,-0.19796954314720813,-0.8781725888324873,-0.24619289340101522,-1.0,0.01015228426395939,-0.5177664974619289,-0.26903553299492383,-0.6243654822335025,-0.42385786802030456,-0.6802030456852792,-0.5279187817258884,-0.7538071065989848,-0.01015228426395939,-0.4543147208121827,-0.3020304568527919,-0.467005076142132,-0.2817258883248731,-0.3629441624365482,-0.2182741116751269,-0.3147208121827411,-0.0583756345177665,-0.3730964467005076,-0.2868020304568528,-0.37055837563451777,-0.27411167512690354,-0.2868020304568528,-0.20812182741116753,-0.24619289340101522
0.0,0.0,-0.1096938775510204,-0.1760204081632653,-0.15051020408163265,-0.35714285714285715,-0.19387755102040816,-0.49744897959183676,-0.2423469387755102,-0.5841836734693877,0.0,-0.548469387755102,-0.14285714285714285,-0.7551020408163265,-0.20408163265306123,-0.8801020408163265,-0.25255102040816324,-1.0,0.00510204081632653,-0.5178571428571429,-0.28061224489795916,-0.6275510204081632,-0.43112244897959184,-0.6811224489795918,-0.5331632653061225,-0.7551020408163265,-0.015306122448979591,-0.45663265306122447,-0.3137755102040816,-0.46938775510204084,-0.288265306122449,-0.3647959183673469,-0.2193877551020408,-0.31887755102040816,-0.0663265306122449,-0.37755102040816324,-0.29591836734693877,-0.36989795918367346,-0.2780612244897959,-0.288265306122449,-0.20918367346938777,-0.25
0.0,0.0,-0.09948979591836735,-0.17857142857142858,-0.13520408163265307,-0.3622448979591837,-0.18622448979591838,-0.49489795918367346,-0.23469387755102042,-0.576530612244898,0.0,-0.5459183673469388,-0.1377551020408163,-0.7525510204081632,-0.19642857142857142,-0.8775510204081632,-0.2423469387755102,-1.0,0.007653061224489796,-0.5153061224489796,-0.2729591836734694,-0.625,-0.4260204081632653,-0.6836734693877551,-0.5280612244897959,-0.7576530612244898,-0.012755102040816327,-0.45153061224489793,-0.30612244897959184,-0.46938775510204084,-0.28061224489795916,-0.3647959183673469,-0.21173469387755103,-0.32142857142857145,-0.061224489795918366,-0.36989795918367346,-0.29336734693877553,-0.375,-0.2729591836734694,-0.29081632653061223,-0.20408163265306123,-0.24744897959183673
0.0,0.0,-0.09462915601023018,-0.1815856777493606,-0.13043478260869565,-0.3657289002557545,-0.17902813299232737,-0.5038363171355499,-0.22762148337595908,-0.5882352941176471,0.0,-0.5447570332480819,-0.13554987212276215,-0.7519181585677749,-0.19437340153452684,-0.8797953964194374,-0.24040920716112532,-1.0,0.005115089514066497,-0.5115089514066496,-0.27621483375959077,-0.6240409207161125,-0.42710997442455245,-0.6828644501278772,-0.5268542199488491,-0.7570332480818415,-0.017902813299232736,-0.45012787723785164,-0.309462915601023,-0.4680306905370844,-0.28388746803069054,-0.3657289002557545,-0.21483375959079284,-0.3171355498721228,-0.06649616368286446,-0.36828644501278773,-0.29411764705882354,-0.3734015345268542,-0.27621483375959077,-0.289002557544757,-0.20460358056265984,-0.24808184143222506
0.0,0.0,-0.09743589743589744,-0.1794871794871795,-0.13333333333333333,-0.3641025641025641,-0.1794871794871795,-0.5025641025641026,-0.2230769230769231,-0.5846153846153846,0.0,-0.5487179487179488,-0.13846153846153847,-0.7512820512820513,-0.19743589743589743,-0.8794871794871795,-0.24358974358974358,-1.0,0.007692307692307693,-0.5128205128205128,-0.27692307692307694,-0.6205128205128205,-0.4307692307692308,-0.6794871794871795,-0.5333333333333333,-0.7512820512820513,-0.01282051282051282,-0.44871794871794873,-0.3076923076923077,-0.4666666666666667,-0.28205128205128205,-0.36153846153846153,-0.2128205128205128,-0.3153846153846154,-0.05641025641025641,-0.36666666666666664,-0.2923076923076923,-0.37435897435897436,-0.2743589743589744,-0.28974358974358977,-0.2076923076923077,-0.24358974358974358
